Time,TrialID,LKnee_speed,LHeel_speed,RHeel_speed,RWrist_speed,RWrist_vert_vel,LElbow_speed,RHip_speed,Head_speed,RShoulder_speed,RElbow_speed,LWrist_speed,LWrist_vert_vel,LHip_speed,RKnee_speed,LShoulder_speed,LKnee_speed_movement,LKnee_speed_event,LHeel_speed_movement,LHeel_speed_event,RHeel_speed_movement,RHeel_speed_event,RWrist_speed_movement,RWrist_speed_event,LElbow_speed_movement,LElbow_speed_event,RHip_speed_movement,RHip_speed_event,Head_speed_movement,Head_speed_event,RShoulder_speed_movement,RShoulder_speed_event,RElbow_speed_movement,RElbow_speed_event,LWrist_speed_movement,LWrist_speed_event,LHip_speed_movement,LHip_speed_event,RKnee_speed_movement,RKnee_speed_event,LShoulder_speed_movement,LShoulder_speed_event,RWrist_vert_vel_movement,RWrist_vert_vel_movement_event,LWrist_vert_vel_movement,LWrist_vert_vel_movement_event
0.0,0_2_15_p0,1.0193747895552223,1.0756213693231658,0.0,1.0928163288050394,-0.7046974331395696,0.1905265481641273,4.016209091434679,4.538726392819191,1.448140999587013,3.185274680934656,1.8355445488289923,-0.15978113853296,0.0,0.0847542576305118,1.2372855310229924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.6666666666666,0_2_15_p0,1.0193747895552223,1.0756213693231658,0.0,1.0928163288050394,-0.7046974331395696,0.1905265481641273,4.016209091434679,4.538726392819191,1.448140999587013,3.185274680934656,1.8355445488289923,-0.15978113853296,0.0,0.0847542576305118,1.2372855310229924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3333333333333,0_2_15_p0,1.2021668756331187,1.047157185511622,4.252460225802182,1.3939694474717992,-0.2994897597442958,0.2636387530864771,4.273655791235435,4.57670309816729,1.4231379463686862,3.598682171568352,2.0498348337550865,0.0800765792007814,2.7440600889392432,0.3906103533079915,1.294895871712631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,0_2_15_p0,1.384958961711015,1.018693001700078,4.252460225802908,1.6951225661385592,0.1057179136509778,0.3367509580088269,4.531102491036191,4.614679803515389,1.3981348931503597,4.012089662202047,2.2641251186811804,0.3199342969345229,2.744060088940014,0.6964664489854713,1.3525062124022702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.6666666666666,0_2_15_p0,1.5677510477889114,0.9902288178885345,4.252460225801288,1.996275684805319,0.5109255870462516,0.4098631629311767,4.788549190836947,4.652656508863488,1.373131839932033,4.425497152835744,2.4784154036072743,0.5597920146682643,2.744060088939691,1.002322544662951,1.4101165530919089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.3333333333333,0_2_15_p0,1.7505431338668076,0.9617646340769908,4.252460225803078,2.2974288034720787,0.9161332604415252,0.4829753678535265,5.045995890637702,4.690633214211587,1.3481287867137062,4.83890464346944,2.692705688533368,0.7996497324020058,2.7440600889405,1.3081786403404303,1.4677268937815475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9999999999999,0_2_15_p0,1.933335219944704,0.933300450265447,4.252460225802908,2.5985819221388384,1.3213409338367992,0.5560875727758764,5.303442590438458,4.728609919559686,1.3231257334953797,5.252312134103136,2.906995973459462,1.0395074501357473,2.744060088938845,1.61403473601791,1.5253372344711866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.6666666666666,0_2_15_p0,2.1161273060226,0.9048362664539032,4.252460225801308,2.899735040805598,1.7265486072320728,0.6291997776982261,5.5608892902392135,4.766586624907785,1.298122680277053,5.665719624736832,3.121286258385556,1.2793651678694888,2.744060088938063,1.91989083169539,1.5829475751608255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.33333333333331,0_2_15_p0,2.2989193921004967,0.8763720826423593,4.252460225803802,3.200888159472358,2.131756280627348,0.7023119826205758,5.818335990039969,4.804563330255885,1.2731196270587264,6.079127115370527,3.335576543311649,1.5192228856032304,2.744060088942041,2.2257469273728696,1.6405579158504642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.0,0_2_15_p0,2.4817114781783927,0.8479078988308156,1.1196818788540828,3.660964508184566,2.4242774376910794,0.7894459982038019,6.075782689840725,5.158079666990663,1.5089051227021395,7.051129579181299,3.860098470290113,1.8032535597107289,1.0446554966296562,2.531603023050349,1.8011113440564777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
